-1,Model,# of CPU Cores,# of Threads,Graphics Core Count,Base Clock(GHz),Max. Boost Clock (GHz),All Core Boost Speed (GHz),L1 Cache (KB),L2 Cache(MB),L3 Cache(MB),1kU Pricing(USD),PCI Express® Version,Default TDP(W),Max. Operating Temperature (Tjmax(°C)),System Memory Specification(MHz),Memory Channels,Memory Channels,Graphics Frequency(MHz),GPU Base(MHz)
on,E2-7110 with Radeon™ R2 Graphics,4,4,-1,1.8,1.8,-1,-1,2,-1,-1,-1,65,90,1600,1,-1,600,-1
on,6212,8,8,-1,2.6,3.2,-1,384,8,16,-1,n/a,115,71.7,2000,-1,-1,-1,-1
on,E2-6110 with Radeon™ R2 Graphics,4,4,-1,1.5,-1,-1,-1,2,-1,-1,-1,15,-1,1600,1,-1,-1,-1
on,6204,4,4,-1,3.3,-1,-1,512,4,16,-1,n/a,115,74.4,2000,-1,-1,-1,-1
on,E2-3800 with Radeon™ HD 8280,4,4,-1,1.3,-1,-1,128,2,-1,-1,-1,15,90,1600,1,-1,450,-1
on,6180 SE,12,12,-1,2.5,-1,-1,1536,6,12,-1,n/a,140,64,1800,-1,-1,-1,-1
on,E2-3000 with Radeon™ HD 8280,2,2,-1,1.65,-1,-1,-1,1,-1,-1,-1,15,-1,-1,1,-1,-1,-1
on,6176,12,12,-1,2.3,-1,-1,1536,6,12,-1,n/a,115,69,1800,-1,-1,-1,-1
on,6166 HE,12,12,-1,1.8,-1,-1,1536,6,12,-1,n/a,85,69,1800,-1,-1,-1,-1
on,6140,8,8,-1,2.6,-1,-1,1024,4,12,-1,n/a,115,69,1800,-1,-1,-1,-1
on,6132 HE,8,8,-1,2.2,-1,-1,1024,4,12,-1,n/a,85,66,1800,-1,-1,-1,-1
on,E2-7110 with Radeon™ R2 Graphics,4,4,-1,1.8,1.8,-1,-1,2,-1,-1,-1,65,90,1600,1,-1,600,-1
on,4386,8,8,-1,3.1,3.8,-1,384,8,8,-1,n/a,95,70.5,2200,-1,-1,-1,-1
on,4376 HE,8,8,-1,2.6,3.6,-1,384,8,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,4365,8,8,-1,2,2.8,-1,384,8,8,-1,n/a,40,70,1600,-1,-1,-1,-1
on,4340,6,6,-1,3.5,3.8,-1,288,6,8,-1,n/a,95,67.7,2200,-1,-1,-1,-1
on,4334,6,6,-1,3.1,3.5,-1,288,6,8,-1,n/a,95,67.7,2000,-1,-1,-1,-1
on,E1-7010 with Radeon™ R2 Graphics,2,2,-1,1.5,1.5,-1,-1,1,-1,-1,-1,10,90,1333,1,-1,400,-1
on,4332 HE,6,6,-1,3,3.7,-1,288,6,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,4310 EE,6,6,-1,2.2,3,-1,192,4,8,-1,n/a,35,85,1600,-1,-1,-1,-1
on,E1 Micro-6200T with Radeon™ R2 Graphics,2,2,-1,1.4,-1,-1,-1,1,-1,-1,-1,3.95,-1,-1,1,-1,-1,-1
on,4284,8,8,-1,3,3.7,-1,384,8,8,-1,n/a,95,70.5,2200,-1,-1,-1,-1
on,E1-6010 with Radeon™ R2 Graphics,2,2,-1,1.35,-1,-1,-1,1,-1,-1,-1,10,-1,-1,1,-1,-1,-1
on,4280,8,8,-1,2.8,2.2,-1,384,8,8,-1,n/a,95,70.5,2200,-1,-1,-1,-1
on,E1-2500 with Radeon™ HD 8240,2,2,-1,1.4,-1,-1,-1,1,-1,-1,-1,15,-1,-1,1,-1,-1,-1
on,4276 HE,8,8,-1,2.6,3.6,-1,384,8,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,E1-2200 with Radeon™ HD 8210,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,9,-1,-1,1,-1,-1,-1
on,4274 HE,8,8,-1,2.5,3.5,-1,384,8,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,E1-2100 with Radeon™ HD 8210,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,9,-1,-1,1,-1,-1,-1
on,4256 EE,8,8,-1,1.6,2.8,-1,384,8,8,-1,n/a,35,64,1600,-1,-1,-1,-1
on,4240,6,6,-1,3.4,3.8,-1,288,6,8,-1,n/a,95,70.5,-1,-1,-1,-1,-1
on,4238,6,6,-1,3.3,3.7,-1,288,6,8,-1,n/a,95,70.5,2200,-1,-1,-1,-1
on,4234,6,6,-1,3.1,3.5,-1,288,6,8,-1,n/a,95,70.5,2200,-1,-1,-1,-1
on,E1-7010 with Radeon™ R2 Graphics,2,2,-1,1.5,1.5,-1,-1,1,-1,-1,-1,-1,90,1333,1,-1,400,-1
on,4230 HE,6,6,-1,2.9,3.7,-1,288,6,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,4228 HE,6,6,-1,2.8,3.6,-1,288,6,8,-1,n/a,65,68,2000,-1,-1,-1,-1
on,4226,6,6,-1,2.7,3.1,-1,288,6,8,-1,n/a,95,70.5,2000,-1,-1,-1,-1
on,3380,8,8,-1,2.6,3.6,-1,384,8,8,-1,n/a,65,70.3,2000,-1,-1,-1,-1
on,3365,8,8,-1,2.3,3.3,-1,384,8,8,-1,n/a,65,70.3,2000,-1,-1,-1,-1
on,3350 HE,4,4,-1,2.8,3.8,-1,192,4,8,-1,n/a,45,69.1,2000,-1,-1,-1,-1
on,3320 EE,4,4,-1,1.9,2.5,-1,192,4,8,-1,n/a,25,70,1400,-1,-1,-1,-1
on,3280,8,8,-1,2.4,3.4,-1,384,8,8,-1,n/a,65,61.1,2000,-1,-1,-1,-1
on,AMD Opteron™ X2170,4,4,-1,2.4,-1,-1,-1,2,-1,-1,-1,25,-1,1866,-1,-1,800,-1
on,3260 HE,4,4,-1,2.7,3.7,-1,192,4,4,-1,n/a,45,61.1,2000,-1,-1,-1,-1
on,AMD Opteron™ X2150 APU,4,4,-1,1.9,-1,-1,-1,2,-1,-1,-1,22,-1,-1,-1,-1,600,-1
on,3250 HE,-1,-1,-1,2.5,3.5,-1,192,4,4,-1,n/a,45,-1,2000,-1,-1,-1,-1
on,TL-64,2,2,-1,2.2,-1,-1,-1,1,-1,-1,n/a,35,95,667,-1,-1,-1,-1
on,TL-60,2,2,-1,2,-1,-1,-1,1,-1,-1,n/a,31,-1,667,-1,-1,-1,-1
on,TL-56,-1,-1,-1,1.8,-1,-1,-1,-1,-1,-1,n/a,31,-1,-1,-1,-1,-1,-1
on,TL-52,2,2,-1,1.6,-1,-1,-1,2,-1,-1,n/a,31,-1,-1,-1,-1,-1,-1
